252.90,241.77,252.45
97.74,103.61,109.67
19.00,19.30,18.04
25.65,25.66,35.78
7.23,14.04,12.23
7.00,6.39,NaN
2.27,2.41,NaN
1.50,1.60,NaN
1.05,1.08,NaN
