622.07,630.28,640.20
161.72,167.70,178.68
545.23,556.73,583.78
1278.18,1299.41,1256.28
1356.43,1312.95,1418.16
2024.28,1740.03,NaN
2127.31,2093.21,NaN
2213.19,1795.57,NaN
1286.70,1121.59,NaN
