0.42,0.42,0.42
0.12,0.12,0.12
0.14,0.14,0.14
0.14,0.14,0.14
0.15,0.15,0.15
0.15,0.15,0.15
0.15,0.15,0.15
0.07,0.07,0.07
0.14,0.14,0.14
