0.15,0.15,0.15
0.14,0.14,0.14
0.14,0.14,0.14
0.07,0.07,0.07
0.02,0.02,0.02
0.12,0.12,0.12
0.11,0.11,0.11
0.10,0.10,0.10
0.10,0.10,0.10
