82.3641,75.9123,74.5678
87.4341,80.2482,79.1934
102.0597,94.4851,85.6305
134.9527,131.1955,122.1775
177.1094,156.6338,153.4500
397.3301,413.9201,nan
869.6098,794.9786,nan
1081.0993,1001.8958,nan
2851.4880,2600.1363,nan
