48.3219,46.4691,45.2670
71.5528,69.0668,66.5597
120.2959,117.8796,109.8979
218.4280,227.5168,217.8051
496.7993,519.3853,478.9597
1267.0242,1379.5600,nan
2777.6855,3202.0966,nan
4957.5944,6230.1931,nan
9816.1963,10555.0111,nan
