0.47,0.47,0.47
0.14,0.14,0.14
0.16,0.16,0.16
0.16,0.16,0.16
0.15,0.15,0.15
0.15,0.15,0.15
0.15,0.15,0.15
0.08,0.08,0.08
0.11,0.11,0.11
