86.1923,80.0196,79.5738
104.1518,98.1285,98.4854
144.3277,140.4408,133.9670
231.3654,227.6953,223.4381
489.6971,464.4940,482.5539
1291.7613,1311.9095,nan
2905.7997,2599.2263,nan
4024.5567,3592.1325,nan
7858.1883,7061.9669,nan
