501.45,448.85,450.85
77.14,77.33,71.29
33.20,30.21,33.41
145.64,155.45,133.40
4.16,3.33,4.32
17.00,10.56,NaN
7.10,8.43,NaN
3.92,1.06,NaN
2.68,1.80,NaN
